stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,platform_code
890024,890024,"Bayswater Rd at Reardon Street",, -19.275245, 146.779986,2,http://translink.com.au/stop/890024/gtfs/,0,,
890025,890025,"Bayswater Rd at Hugh Street",, -19.275356, 146.781263,2,http://translink.com.au/stop/890025/gtfs/,0,,
890026,890026,"Bayswater Rd at Hugh Street",, -19.275711, 146.784443,2,http://translink.com.au/stop/890026/gtfs/,0,,
890027,890027,"Bayswater Rd at Hindley Street",, -19.275984, 146.787520,2,http://translink.com.au/stop/890027/gtfs/,0,,
890028,890028,"Bayswater Rd at Kings Road",, -19.276389, 146.791676,2,http://translink.com.au/stop/890028/gtfs/,0,,
890029,890029,"Castletown Shopping Centre",, -19.273063, 146.790830,2,http://translink.com.au/stop/890029/gtfs/,0,,
890030,890030,"Kings Rd at Showgrounds",, -19.269363, 146.792820,2,http://translink.com.au/stop/890030/gtfs/,0,,
890031,890031,"Cowley St at Humphrey Street",, -19.266827, 146.793340,2,http://translink.com.au/stop/890031/gtfs/,0,,
890032,890032,"Cowley St at North Street",, -19.264757, 146.793601,2,http://translink.com.au/stop/890032/gtfs/,0,,
890033,890033,"Harold St at James Street",, -19.261736, 146.792009,2,http://translink.com.au/stop/890033/gtfs/,0,,
890034,890034,"Percy St at Cutheringa Park",, -19.259335, 146.786607,2,http://translink.com.au/stop/890034/gtfs/,0,,
890035,890035,"Bundock St at Stagpole Street",, -19.255483, 146.787577,2,http://translink.com.au/stop/890035/gtfs/,0,,
890036,890036,"Bundock St at William Street",, -19.254012, 146.787845,2,http://translink.com.au/stop/890036/gtfs/,0,,
890037,890037,"Bundock St at Old Common Road",, -19.250344, 146.789490,2,http://translink.com.au/stop/890037/gtfs/,0,,
890038,890038,"Bundock St at Evans Street",, -19.249152, 146.791260,2,http://translink.com.au/stop/890038/gtfs/,0,,
890039,890039,"Bundock St at Taylor Street",, -19.248385, 146.792399,2,http://translink.com.au/stop/890039/gtfs/,0,,
890040,890040,"Bundock St at Bishop Street",, -19.246405, 146.793761,2,http://translink.com.au/stop/890040/gtfs/,0,,
890041,890041,"Bundock St at Marshall Street",, -19.245457, 146.797483,2,http://translink.com.au/stop/890041/gtfs/,0,,
890042,890042,"Bundock St at Howitt Street",, -19.244984, 146.800158,1,http://translink.com.au/stop/890042/gtfs/,0,,
890043,890043,"Warburton St at Stuart Street",, -19.247392, 146.805971,1,http://translink.com.au/stop/890043/gtfs/,0,,
890044,890044,"Warburton St at Burke Street",, -19.249856, 146.810021,1,http://translink.com.au/stop/890044/gtfs/,0,,
890045,890045,"Warburton St at Central State School",, -19.251020, 146.812484,20,http://translink.com.au/stop/890045/gtfs/,0,,
890046,890046,"Eyre St at Leichhardt Street",, -19.252388, 146.814110,20,http://translink.com.au/stop/890046/gtfs/,0,,
890048,890048,"Eyre St near Gregory St (Hail n Ride)",, -19.252103, 146.813446,20,http://translink.com.au/stop/890048/gtfs/,0,,
890049,890049,"Warburton St at Central State School",, -19.251082, 146.812221,1,http://translink.com.au/stop/890049/gtfs/,0,,
890050,890050,"Warburton St at Stuart Street",, -19.248363, 146.807308,1,http://translink.com.au/stop/890050/gtfs/,0,,
890051,890051,"Warburton St at Landsborough Street",, -19.246707, 146.804331,1,http://translink.com.au/stop/890051/gtfs/,0,,
890052,890052,"Bundock St at Howitt Street",, -19.245108, 146.800960,1,http://translink.com.au/stop/890052/gtfs/,0,,
890053,890053,"Bundock St at Marshall Street",, -19.245591, 146.797975,2,http://translink.com.au/stop/890053/gtfs/,0,,
890054,890054,"Bundock St near Taylor St (Hail n Ride)",, -19.248733, 146.792268,2,http://translink.com.au/stop/890054/gtfs/,0,,
890055,890055,"Bundock St at Evans Street",, -19.249285, 146.791412,2,http://translink.com.au/stop/890055/gtfs/,0,,
890056,890056,"Bundock St at Old Common Road",, -19.250150, 146.790131,2,http://translink.com.au/stop/890056/gtfs/,0,,
890057,890057,"Bundock St at William Street",, -19.254039, 146.788081,2,http://translink.com.au/stop/890057/gtfs/,0,,
890058,890058,"Bundock St at Stagpole Street",, -19.255636, 146.787762,2,http://translink.com.au/stop/890058/gtfs/,0,,
890059,890059,"Bundock St at Harold Street",, -19.257243, 146.787472,2,http://translink.com.au/stop/890059/gtfs/,0,,
890060,890060,"Percy St at Cutheringa Park",, -19.259138, 146.786894,2,http://translink.com.au/stop/890060/gtfs/,0,,
890061,890061,"Crauford Street near Henry St",, -19.260706, 146.789092,2,http://translink.com.au/stop/890061/gtfs/,0,,
890062,890062,"Harold St at James Street",, -19.261710, 146.792278,2,http://translink.com.au/stop/890062/gtfs/,0,,
890063,890063,"Cowley St at North Street",, -19.265112, 146.793669,2,http://translink.com.au/stop/890063/gtfs/,0,,
890064,890064,"Cowley St at Humphrey Street",, -19.266895, 146.793438,2,http://translink.com.au/stop/890064/gtfs/,0,,
890065,890065,"Kings Rd at Showgrounds",, -19.269664, 146.792990,2,http://translink.com.au/stop/890065/gtfs/,0,,
890066,890066,"Bayswater Rd at Kings Road",, -19.276586, 146.791490,2,http://translink.com.au/stop/890066/gtfs/,0,,
890067,890067,"Bayswater Rd at Latchford Street",, -19.276355, 146.789452,2,http://translink.com.au/stop/890067/gtfs/,0,,
890068,890068,"Bayswater Rd at Hindley Street",, -19.275977, 146.785856,2,http://translink.com.au/stop/890068/gtfs/,0,,
890069,890069,"Bayswater Rd at Hugh Street",, -19.275841, 146.784451,2,http://translink.com.au/stop/890069/gtfs/,0,,
890070,890070,"Bayswater Rd at Reardon Street",, -19.275365, 146.779789,2,http://translink.com.au/stop/890070/gtfs/,0,,
890071,890071,"Bayswater Rd at Pilkington Street",, -19.273930, 146.767094,4,http://translink.com.au/stop/890071/gtfs/,0,,
890072,890072,"Bayswater Rd at Duckworth Street",, -19.273243, 146.761309,4,http://translink.com.au/stop/890072/gtfs/,0,,
890073,890073,"Bayswater Rd at Greg Jabs Court",, -19.272838, 146.756228,4,http://translink.com.au/stop/890073/gtfs/,0,,
890074,890074,"Bayswater Rd at Banfield Drive",, -19.272298, 146.750954,4,http://translink.com.au/stop/890074/gtfs/,0,,
890075,890075,"Bayswater Rd at Mather Street",, -19.272072, 146.749361,4,http://translink.com.au/stop/890075/gtfs/,0,,
890076,890076,"Mount Louisa Dr at Bennett Street",, -19.273269, 146.743928,4,http://translink.com.au/stop/890076/gtfs/,0,,
890077,890077,"Mount Louisa Dr near Hastings St",, -19.274392, 146.747370,4,http://translink.com.au/stop/890077/gtfs/,0,,
890078,890078,"Mt Louisa Drive near Banfield Dr",, -19.274597, 146.749075,4,http://translink.com.au/stop/890078/gtfs/,0,,
890079,890079,"Banfield Dr at Banora Court",, -19.275116, 146.749986,4,http://translink.com.au/stop/890079/gtfs/,0,,
890080,890080,"Banfield Dr at Galway Court",, -19.276899, 146.749797,4,http://translink.com.au/stop/890080/gtfs/,0,,
890081,890081,"Banfield Dr at High Vista Drive",, -19.279026, 146.749694,4,http://translink.com.au/stop/890081/gtfs/,0,,
890082,890082,"Banfield Dr at Pankina Street",, -19.280754, 146.750720,4,http://translink.com.au/stop/890082/gtfs/,0,,
890083,890083,"Banfield Dr at Louisa Creek",, -19.283334, 146.750370,4,http://translink.com.au/stop/890083/gtfs/,0,,
890084,890084,"Angus Avenue near Dalrymple Rd",, -19.287257, 146.750812,4,http://translink.com.au/stop/890084/gtfs/,0,,
890085,890085,"Fulham Rd at Heatley Secondary College",, -19.287235, 146.754754,4,http://translink.com.au/stop/890085/gtfs/,0,,
890086,890086,"Fulham Rd at St James Village",, -19.288168, 146.760217,4,http://translink.com.au/stop/890086/gtfs/,0,,
890087,890087,"Fulham Rd at Vincent Shopping Centre",, -19.287951, 146.762095,4,http://translink.com.au/stop/890087/gtfs/,0,,
890088,890088,"Fulham Rd at Vincent State School",, -19.288435, 146.764559,4,http://translink.com.au/stop/890088/gtfs/,0,,
890089,890089,"Fulham Rd at Anne Street",, -19.289343, 146.766123,4,http://translink.com.au/stop/890089/gtfs/,0,,
890090,890090,"Ross River Rd at Anne Street",, -19.297200, 146.767175,4,http://translink.com.au/stop/890090/gtfs/,0,,
890091,890091,"Stockland Ross River Road",, -19.298323, 146.762603,4,http://translink.com.au/stop/890091/gtfs/,0,,
890092,890092,"Townsville Hospital",, -19.319812, 146.762429,6,http://translink.com.au/stop/890092/gtfs/,0,,
890093,890093,"Townsville Hospital",, -19.319583, 146.761800,6,http://translink.com.au/stop/890093/gtfs/,0,,
890099,890099,"Student Union Mall",, -19.327664, 146.755916,6,http://translink.com.au/stop/890099/gtfs/,0,,
890100,890100,"Parkinson Rd at George Robert Halls",, -19.324426, 146.750886,6,http://translink.com.au/stop/890100/gtfs/,0,,
890101,890101,"Angus Smith Dr at Tennant Street",, -19.314931, 146.761254,6,http://translink.com.au/stop/890101/gtfs/,0,,
890102,890102,"Nathan St at Leopold Street",, -19.304275, 146.760682,4,http://translink.com.au/stop/890102/gtfs/,0,,
890103,890103,"Fulham Rd at Lonsdale Street",, -19.289249, 146.767545,4,http://translink.com.au/stop/890103/gtfs/,0,,
890104,890104,"Fulham Rd at Swanson St",, -19.288468, 146.770626,4,http://translink.com.au/stop/890104/gtfs/,0,,
890105,890105,"Mooney St at Sheffield Street",, -19.286086, 146.771163,4,http://translink.com.au/stop/890105/gtfs/,0,,
890106,890106,"Mooney St at Mcdonald Street",, -19.283956, 146.771398,4,http://translink.com.au/stop/890106/gtfs/,0,,
890107,890107,"Mooney St at Tippett Street",, -19.281898, 146.771640,4,http://translink.com.au/stop/890107/gtfs/,0,,
890108,890108,"Mooney St at Goodwin Street",, -19.278879, 146.772014,4,http://translink.com.au/stop/890108/gtfs/,0,,
890109,890109,"Mooney St at Maroong Street",, -19.276891, 146.772340,4,http://translink.com.au/stop/890109/gtfs/,0,,
890110,890110,"Meenan St at Lonerganne Street",, -19.262276, 146.774877,2,http://translink.com.au/stop/890110/gtfs/,0,,
890111,890111,"Meenan St at Clarke Street",, -19.260881, 146.775042,2,http://translink.com.au/stop/890111/gtfs/,0,,
890112,890112,"Meenan St at Dearness Street",, -19.259206, 146.775268,2,http://translink.com.au/stop/890112/gtfs/,0,,
890113,890113,"Meenan St at Halifax Street",, -19.257524, 146.775478,2,http://translink.com.au/stop/890113/gtfs/,0,,
890114,890114,"Lockheed St at Lockheed Street",, -19.257019, 146.776835,2,http://translink.com.au/stop/890114/gtfs/,0,,
890115,890115,"Peel St at Halifax Street",, -19.257650, 146.778130,2,http://translink.com.au/stop/890115/gtfs/,0,,
890116,890116,"Peel St at Lancaster Street",, -19.258807, 146.777782,2,http://translink.com.au/stop/890116/gtfs/,0,,
890119,890119,"Lonerganne St at Peel Street",, -19.263276, 146.777787,2,http://translink.com.au/stop/890119/gtfs/,0,,
890120,890120,"Lonerganne St at Ramsay Street",, -19.263448, 146.779337,2,http://translink.com.au/stop/890120/gtfs/,0,,
890121,890121,"Lonerganne St at Douglas Street",, -19.263614, 146.781031,2,http://translink.com.au/stop/890121/gtfs/,0,,
890122,890122,"Douglas St at Gorden Street",, -19.264615, 146.781771,2,http://translink.com.au/stop/890122/gtfs/,0,,
890124,890124,"Percy St at Ralston Street",, -19.261941, 146.785771,2,http://translink.com.au/stop/890124/gtfs/,0,,
890125,890125,"Primrose St at Marshall Street",, -19.244332, 146.798103,2,http://translink.com.au/stop/890125/gtfs/,0,,
890126,890126,"Heatleys Pde at Rowes Bay",, -19.241399, 146.791230,2,http://translink.com.au/stop/890126/gtfs/,0,,
890127,890127,"Heatleys Pde at Esk Street",, -19.239485, 146.789063,2,http://translink.com.au/stop/890127/gtfs/,0,,
890128,890128,"Cape Pallarenda Rd at RSL",, -19.235208, 146.785510,2,http://translink.com.au/stop/890128/gtfs/,0,,
890129,890129,"Cape Pallarenda Rd at Garden Settlement",, -19.216419, 146.776247,5,http://translink.com.au/stop/890129/gtfs/,0,,
890130,890130,"Esplanade at Seaward Cres",, -19.206177, 146.774581,5,http://translink.com.au/stop/890130/gtfs/,0,,
890131,890131,"Morrell Street near Wackett St",, -19.202841, 146.771679,5,http://translink.com.au/stop/890131/gtfs/,0,,
890132,890132,"Wackett St at Wackett Street",, -19.200432, 146.771128,5,http://translink.com.au/stop/890132/gtfs/,0,,
890133,890133,"Percy St at Ralston Street",, -19.261391, 146.786243,2,http://translink.com.au/stop/890133/gtfs/,0,,
890134,890134,"Douglas St at Gorden Street",, -19.264260, 146.781690,2,http://translink.com.au/stop/890134/gtfs/,0,,
890135,890135,"Lonerganne St at Douglas Street",, -19.263765, 146.781379,2,http://translink.com.au/stop/890135/gtfs/,0,,
890136,890136,"Lonerganne St at Ramsay Street",, -19.263556, 146.779263,2,http://translink.com.au/stop/890136/gtfs/,0,,
890137,890137,"Lonerganne St at Peel Street",, -19.263366, 146.777571,2,http://translink.com.au/stop/890137/gtfs/,0,,
890140,890140,"Peel St at Lancaster Street",, -19.258707, 146.777714,2,http://translink.com.au/stop/890140/gtfs/,0,,
890141,890141,"Peel St at Halifax Street",, -19.257650, 146.778028,2,http://translink.com.au/stop/890141/gtfs/,0,,
890142,890142,"Lockheed Street near Meenan St",, -19.257078, 146.776812,2,http://translink.com.au/stop/890142/gtfs/,0,,
890143,890143,"Meenan St at Halifax Street",, -19.257436, 146.775593,2,http://translink.com.au/stop/890143/gtfs/,0,,
890144,890144,"Meenan St at Dearness Street",, -19.259407, 146.775372,2,http://translink.com.au/stop/890144/gtfs/,0,,
890145,890145,"Meenan St at Clarke Street",, -19.261027, 146.775178,2,http://translink.com.au/stop/890145/gtfs/,0,,
890146,890146,"Meenan St at Lonerganne Street",, -19.263403, 146.774919,2,http://translink.com.au/stop/890146/gtfs/,0,,
890147,890147,"Ingham Rd at Garbutt Shopping Centre",, -19.266127, 146.782476,2,http://translink.com.au/stop/890147/gtfs/,0,,
890148,890148,"Mooney St at Tippett Street",, -19.281896, 146.771796,4,http://translink.com.au/stop/890148/gtfs/,0,,
890149,890149,"Mooney St at Tyrrell Street",, -19.287340, 146.771438,4,http://translink.com.au/stop/890149/gtfs/,0,,
890150,890150,"Fulham Rd at Swanson Street",, -19.288550, 146.771106,4,http://translink.com.au/stop/890150/gtfs/,0,,
890151,890151,"Fulham Rd at Lonsdale Street",, -19.289495, 146.767433,4,http://translink.com.au/stop/890151/gtfs/,0,,
890152,890152,"Nathan St at Alfred Street",, -19.301099, 146.761360,4,http://translink.com.au/stop/890152/gtfs/,0,,
890153,890153,"Nathan St at Leopold Street",, -19.304498, 146.760976,4,http://translink.com.au/stop/890153/gtfs/,0,,
890154,890154,"Nathan St at Good Shepherd Home (Hail n Ride)",, -19.310771, 146.762772,3,http://translink.com.au/stop/890154/gtfs/,0,,
890155,890155,"Angus Smith Dr at Tennant Street",, -19.314987, 146.761710,6,http://translink.com.au/stop/890155/gtfs/,0,,
890156,890156,"Angus Smith Dr at Riverside Boulevard",, -19.317207, 146.759801,6,http://translink.com.au/stop/890156/gtfs/,0,,
